system_name,run_id,latency,operation,on_leader,n_nodes,n_clients,order_on_write
DAS,0,0.0028428146615624428,write,True,2,10,False
DAS,0,0.003215317614376545,write,False,2,10,False
DAS,0,0.007037784904241562,write,True,2,10,False
DAS,0,0.0011700354516506195,read,True,2,10,False
DAS,0,0.0006389375776052475,read,True,2,10,False
DAS,0,0.00044239591807127,write,False,2,10,False
DAS,0,0.0013773683458566666,read,True,2,10,False
DAS,0,0.0009278208017349243,write,False,2,10,False
DAS,0,0.0022474676370620728,read,False,2,10,False
DAS,0,0.002217610366642475,read,False,2,10,False
DAS,0,0.0011314228177070618,read,False,2,10,False
DAS,0,0.0016339560970664024,read,False,2,10,False
DAS,0,0.005911936983466148,read,False,2,10,False
DAS,0,0.0013273432850837708,write,False,2,10,False
DAS,0,0.0006506433710455894,read,False,2,10,False
DAS,0,0.0019195638597011566,write,True,2,10,False
DAS,0,0.001100555993616581,write,False,2,10,False
DAS,0,0.0037026843056082726,write,False,2,10,False
DAS,0,0.003180505707859993,write,False,2,10,False
DAS,0,0.002091148868203163,read,True,2,10,False
DAS,0,0.0017756717279553413,write,False,2,10,False
DAS,0,0.0013039857149124146,read,False,2,10,False
DAS,0,0.0027298880741000175,write,False,2,10,False
DAS,0,0.0022126473486423492,write,False,2,10,False
DAS,0,0.004094320349395275,read,False,2,10,False
DAS,0,0.006210312247276306,read,True,2,10,False
DAS,0,0.002132197842001915,write,True,2,10,False
DAS,0,0.011267220601439476,write,True,2,10,False
DAS,0,0.007022608071565628,write,False,2,10,False
DAS,0,0.007765180431306362,write,True,2,10,False
DAS,0,0.004967642016708851,write,True,2,10,False
DAS,0,0.003390546888113022,read,True,2,10,False
DAS,0,0.0026403022930026054,read,False,2,10,False
DAS,0,0.0004417998716235161,read,True,2,10,False
DAS,0,0.0019388152286410332,write,False,2,10,False
DAS,0,0.000897211953997612,read,True,2,10,False
DAS,0,0.00264868326485157,write,True,2,10,False
DAS,0,0.009409251622855663,write,True,2,10,False
DAS,0,0.0017915107309818268,read,True,2,10,False
DAS,0,0.001483873464167118,write,False,2,10,False
DAS,0,0.0014621317386627197,write,True,2,10,False
DAS,0,0.002236955799162388,write,False,2,10,False
DAS,0,0.0005699414759874344,read,True,2,10,False
DAS,0,0.0022752443328499794,write,True,2,10,False
DAS,0,0.0031188325956463814,write,True,2,10,False
DAS,0,0.005117061547935009,write,True,2,10,False
DAS,0,0.008195208385586739,read,False,2,10,False
DAS,0,0.0007257182151079178,write,True,2,10,False
DAS,0,0.0009373128414154053,write,False,2,10,False
DAS,0,0.001311110332608223,read,True,2,10,False
DAS,0,0.0007157698273658752,write,True,2,10,False
DAS,0,0.012158658355474472,write,True,2,10,False
DAS,0,0.0005936520174145699,read,True,2,10,False
DAS,0,0.003221312537789345,write,False,2,10,False
DAS,0,0.001239905133843422,write,True,2,10,False
DAS,0,0.010275767184793949,write,True,2,10,False
DAS,0,0.002229643054306507,write,False,2,10,False
DAS,0,0.005574872717261314,write,True,2,10,False
DAS,0,0.0017215292900800705,read,True,2,10,False
DAS,0,0.0005579423159360886,write,True,2,10,False
DAS,0,0.0008300384506583214,write,False,2,10,False
