system_name,run_id,latency,operation,on_leader,n_nodes,n_clients,order_on_write
DAS,0,0.005680368281900883,write,False,2,10,True
DAS,0,0.0033743102103471756,read,False,2,10,True
DAS,0,0.0011847279965877533,read,False,2,10,True
DAS,0,0.0006038667634129524,write,True,2,10,True
DAS,0,0.0012737354263663292,read,True,2,10,True
DAS,0,0.008949704468250275,read,True,2,10,True
DAS,0,0.0022706128656864166,write,True,2,10,True
DAS,0,0.0008087530732154846,read,False,2,10,True
DAS,0,0.0007599992677569389,read,False,2,10,True
DAS,0,0.0013504298403859138,read,False,2,10,True
DAS,0,0.001502394676208496,read,False,2,10,True
DAS,0,0.004024895839393139,read,True,2,10,True
DAS,0,0.000979817472398281,write,True,2,10,True
DAS,0,0.001375456340610981,read,True,2,10,True
DAS,0,0.0019533270969986916,write,False,2,10,True
DAS,0,0.0008770059794187546,write,True,2,10,True
DAS,0,0.002798940986394882,read,True,2,10,True
DAS,0,0.002252836711704731,read,False,2,10,True
DAS,0,0.0049981893971562386,read,True,2,10,True
DAS,0,0.000856814906001091,read,False,2,10,True
DAS,0,0.0021985312923789024,read,True,2,10,True
DAS,0,0.0013731308281421661,read,False,2,10,True
DAS,0,0.002776140347123146,read,False,2,10,True
DAS,0,0.0015124808996915817,write,True,2,10,True
DAS,0,0.0030310368165373802,write,True,2,10,True
DAS,0,0.0008172206580638885,read,True,2,10,True
DAS,0,0.0017793802544474602,read,True,2,10,True
DAS,0,0.0008388729766011238,read,False,2,10,True
DAS,0,0.0005812104791402817,write,False,2,10,True
DAS,0,0.00274023599922657,write,False,2,10,True
DAS,0,0.0011882679536938667,read,True,2,10,True
DAS,0,0.003397040069103241,write,False,2,10,True
DAS,0,0.0021933559328317642,write,False,2,10,True
DAS,0,0.000996733084321022,read,False,2,10,True
DAS,0,0.0008149072527885437,read,False,2,10,True
DAS,0,0.0007023410871624947,read,False,2,10,True
DAS,0,0.0012274300679564476,read,False,2,10,True
DAS,0,0.0013591218739748001,read,False,2,10,True
DAS,0,0.003691781312227249,read,True,2,10,True
DAS,0,0.0016447491943836212,write,True,2,10,True
DAS,0,0.00345501396805048,write,False,2,10,True
DAS,0,0.0007862607017159462,read,False,2,10,True
DAS,0,0.001820554956793785,write,False,2,10,True
DAS,0,0.001089543104171753,read,False,2,10,True
DAS,0,0.001309695653617382,read,False,2,10,True
DAS,0,0.0031804218888282776,read,True,2,10,True
DAS,0,0.000842677429318428,read,True,2,10,True
DAS,0,0.003734446130692959,read,False,2,10,True
DAS,0,0.0007472177967429161,read,False,2,10,True
DAS,0,0.0003039678558707237,read,False,2,10,True
DAS,0,0.002796984277665615,read,False,2,10,True
DAS,0,0.0032383939251303673,write,True,2,10,True
DAS,0,0.007306466810405254,write,True,2,10,True
DAS,0,0.00873415358364582,read,False,2,10,True
DAS,0,0.0007853880524635315,read,True,2,10,True
DAS,0,0.0010615186765789986,read,False,2,10,True
DAS,0,0.0006325216963887215,write,False,2,10,True
DAS,0,0.005752225406467915,read,False,2,10,True
DAS,0,0.004001115448772907,write,False,2,10,True
DAS,0,0.004741348326206207,write,False,2,10,True
DAS,0,0.0005357656627893448,read,True,2,10,True
DAS,0,0.006393745541572571,read,True,2,10,True
DAS,0,0.0005169855430722237,read,False,2,10,True
DAS,0,0.0016231918707489967,write,False,2,10,True
DAS,0,0.0006285775452852249,read,True,2,10,True
DAS,0,0.0057899365201592445,write,True,2,10,True
DAS,0,0.01155165582895279,read,True,2,10,True
DAS,0,0.0027044210582971573,read,True,2,10,True
DAS,0,0.0005987267941236496,read,True,2,10,True
DAS,0,0.0010906308889389038,read,True,2,10,True
DAS,0,0.0004395637661218643,read,True,2,10,True
DAS,0,0.0005648983642458916,read,True,2,10,True
DAS,0,0.00209148321300745,read,False,2,10,True
DAS,0,0.001470549963414669,read,True,2,10,True
DAS,0,0.002411522902548313,write,False,2,10,True
DAS,0,0.0023820828646421432,write,False,2,10,True
DAS,0,0.002036650665104389,write,False,2,10,True
DAS,0,0.0007842844352126122,read,False,2,10,True
DAS,0,0.0031001362949609756,read,False,2,10,True
DAS,0,0.0007426729425787926,read,False,2,10,True
DAS,0,0.006962243467569351,read,True,2,10,True
DAS,0,0.0005302317440509796,read,False,2,10,True
DAS,0,0.0022069569677114487,read,False,2,10,True
DAS,0,0.004730444401502609,read,False,2,10,True
DAS,0,0.0016578957438468933,read,False,2,10,True
DAS,0,0.0006145099177956581,read,True,2,10,True
DAS,0,0.0005340175703167915,read,True,2,10,True
DAS,0,0.0004778290167450905,read,True,2,10,True
DAS,0,0.005898522213101387,write,False,2,10,True
DAS,0,0.004478898830711842,read,True,2,10,True
DAS,0,0.0005276920273900032,read,False,2,10,True
DAS,0,0.0026920437812805176,read,False,2,10,True
DAS,0,0.0021903831511735916,read,True,2,10,True
DAS,0,0.0041004354134202,write,False,2,10,True
DAS,0,0.003470076248049736,read,True,2,10,True
DAS,0,0.0016788383945822716,read,True,2,10,True
DAS,0,0.0006485823541879654,read,False,2,10,True
DAS,0,0.006698000244796276,read,False,2,10,True
DAS,0,0.005645661614835262,read,True,2,10,True
DAS,0,0.0005478113889694214,read,False,2,10,True
DAS,0,0.0006300006061792374,read,True,2,10,True
DAS,0,0.00044009555131196976,read,False,2,10,True
DAS,0,0.001688757911324501,read,False,2,10,True
DAS,0,0.0026430711150169373,write,False,2,10,True
DAS,0,0.0105509078130126,read,False,2,10,True
DAS,0,0.0007170559838414192,read,False,2,10,True
DAS,0,0.0007098885253071785,read,True,2,10,True
DAS,0,0.00137344840914011,read,True,2,10,True
DAS,0,0.016561334021389484,read,True,2,10,True
DAS,0,0.0012866929173469543,write,False,2,10,True
DAS,0,0.008930602110922337,read,False,2,10,True
DAS,0,0.0007867617532610893,write,True,2,10,True
DAS,0,0.007991192862391472,read,False,2,10,True
DAS,0,0.00765095092356205,read,True,2,10,True
DAS,0,0.0006010448560118675,read,False,2,10,True
DAS,0,0.003364080563187599,write,False,2,10,True
DAS,0,0.00543972197920084,read,False,2,10,True
DAS,0,0.0006469869986176491,read,True,2,10,True
DAS,0,0.0005677007138729095,read,False,2,10,True
DAS,0,0.0012278249487280846,write,True,2,10,True
DAS,0,0.003354480490088463,read,True,2,10,True
DAS,0,0.0010365638881921768,write,False,2,10,True
DAS,0,0.0013484479859471321,write,True,2,10,True
DAS,0,0.0005841432139277458,read,True,2,10,True
DAS,0,0.004772539250552654,write,False,2,10,True
DAS,0,0.018036303110420704,write,True,2,10,True
DAS,0,0.0006009368225932121,read,True,2,10,True
DAS,0,0.009999163448810577,read,False,2,10,True
DAS,0,0.009469609707593918,read,False,2,10,True
DAS,0,0.004558874294161797,write,False,2,10,True
DAS,0,0.0012509049847722054,write,False,2,10,True
DAS,0,0.002277074381709099,write,False,2,10,True
DAS,0,0.0020703813061118126,write,True,2,10,True
DAS,0,0.002768509089946747,read,False,2,10,True
DAS,0,0.005012682639062405,write,False,2,10,True
DAS,0,0.0017052870243787766,read,False,2,10,True
DAS,0,0.002665388397872448,write,False,2,10,True
DAS,0,0.007061232812702656,read,False,2,10,True
DAS,0,0.012187820859253407,read,False,2,10,True
DAS,0,0.004790899343788624,read,False,2,10,True
DAS,0,0.008065678179264069,read,True,2,10,True
DAS,0,0.0027554724365472794,write,True,2,10,True
DAS,0,0.009889996610581875,write,True,2,10,True
DAS,0,0.0040090037509799,write,False,2,10,True
DAS,0,0.000399591401219368,read,False,2,10,True
DAS,0,0.0004920447245240211,read,False,2,10,True
DAS,0,0.0005649775266647339,read,False,2,10,True
DAS,0,0.0005233669653534889,read,True,2,10,True
DAS,0,0.010975966230034828,read,False,2,10,True
DAS,0,0.005139211192727089,read,True,2,10,True
DAS,0,0.003409060649573803,write,False,2,10,True
DAS,0,0.005205048248171806,read,True,2,10,True
DAS,0,0.0052069975063204765,write,False,2,10,True
DAS,0,0.005139371380209923,read,True,2,10,True
DAS,0,0.013903750106692314,read,True,2,10,True
DAS,0,0.0009684953838586807,write,False,2,10,True
DAS,0,0.0012487825006246567,write,False,2,10,True
DAS,0,0.00235122162848711,write,True,2,10,True
DAS,0,0.00722292996942997,read,False,2,10,True
DAS,0,0.002728869207203388,read,False,2,10,True
DAS,0,0.009351346641778946,write,True,2,10,True
DAS,0,0.0004013441503047943,read,False,2,10,True
DAS,0,0.0006625093519687653,read,False,2,10,True
DAS,0,0.003176049329340458,write,True,2,10,True
DAS,0,0.0005526188760995865,read,True,2,10,True
DAS,0,0.005911771208047867,write,True,2,10,True
DAS,0,0.011142846196889877,write,False,2,10,True
DAS,0,0.007674134336411953,write,True,2,10,True
DAS,0,0.004630689509212971,write,True,2,10,True
DAS,0,0.004563483409583569,write,True,2,10,True
DAS,0,0.000467776320874691,read,False,2,10,True
DAS,0,0.006457522511482239,write,True,2,10,True
DAS,0,0.008138692937791348,write,False,2,10,True
DAS,0,0.0003843884915113449,write,True,2,10,True
